RobotID,RobotLevel,RobotHead,RobotName,RobotCardList,RobotScore,IsExpenditonRobot
181,26,66033,Lambert,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":36,""EquipID"":[]}]",360,0
182,26,61031,Carol,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":2,""Level"":37,""EquipID"":[]}]",370,0
183,26,62031,Doris,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":37,""EquipID"":[]}]",370,0
184,26,63031,Sabina,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3031,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":37,""EquipID"":[]}]",370,0
185,26,64031,Ian,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4021,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4001,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4031,""Rank"":2,""Level"":37,""EquipID"":[]}]",370,0
186,26,65031,Charles,"[{""Wave"":1,""Slot"":2,""MonsterID"":5031,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5001,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":37,""EquipID"":[]}]",370,0
187,27,66031,Paddy,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6031,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":38,""EquipID"":[]}]",380,0
188,27,61032,Lillian,"[{""Wave"":1,""Slot"":2,""MonsterID"":1032,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1011,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":38,""EquipID"":[]}]",380,0
189,27,62032,Page,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2032,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":38,""EquipID"":[]}]",380,0
190,27,63032,Queena,"[{""Wave"":1,""Slot"":2,""MonsterID"":3021,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3001,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3011,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3032,""Rank"":2,""Level"":38,""EquipID"":[]}]",380,0
191,27,64032,Bartley,"[{""Wave"":1,""Slot"":2,""MonsterID"":4032,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4011,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":38,""EquipID"":[]}]",380,0
192,27,65032,Deirdre,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5032,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5011,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5021,""Rank"":2,""Level"":39,""EquipID"":[]}]",390,0
193,27,66032,Tiffany,"[{""Wave"":1,""Slot"":2,""MonsterID"":6021,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6011,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6032,""Rank"":2,""Level"":39,""EquipID"":[]}]",390,0
194,27,61033,Jonas,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1033,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1021,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1001,""Rank"":2,""Level"":39,""EquipID"":[]}]",390,0
195,27,62033,Merlin,"[{""Wave"":1,""Slot"":2,""MonsterID"":2001,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2011,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2021,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2033,""Rank"":2,""Level"":39,""EquipID"":[]}]",390,0
196,27,63033,Polly,"[{""Wave"":1,""Slot"":2,""MonsterID"":3033,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3021,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3001,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3011,""Rank"":2,""Level"":39,""EquipID"":[]}]",390,0
197,27,64033,Doreen,"[{""Wave"":1,""Slot"":2,""MonsterID"":4011,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4033,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4021,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4001,""Rank"":2,""Level"":40,""EquipID"":[]}]",400,0
198,27,65033,Alma,"[{""Wave"":1,""Slot"":2,""MonsterID"":5001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5011,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5021,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5033,""Rank"":2,""Level"":40,""EquipID"":[]}]",400,0
199,27,66033,Diana,"[{""Wave"":1,""Slot"":2,""MonsterID"":6033,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6021,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6011,""Rank"":2,""Level"":40,""EquipID"":[]}]",400,0
200,27,61031,Xanthe,"[{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1021,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1031,""Rank"":2,""Level"":40,""EquipID"":[]}]",400,0
201,27,62031,Simon,"[{""Wave"":1,""Slot"":2,""MonsterID"":2031,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2011,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2021,""Rank"":2,""Level"":40,""EquipID"":[]}]",400,0
1001,20,66001,Robert,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":1,""Level"":1,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1053,""Rank"":1,""Level"":1,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1051,""Rank"":1,""Level"":1,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1054,""Rank"":1,""Level"":1,""EquipID"":[]}]",0,1
1002,21,61031,Ralap,"[{""Wave"":1,""Slot"":1,""MonsterID"":2054,""Rank"":1,""Level"":2,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2051,""Rank"":1,""Level"":2,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":1,""Level"":2,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":1,""Level"":2,""EquipID"":[]}]",0,1
1003,21,62031,Claude,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":1,""Level"":3,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3051,""Rank"":1,""Level"":3,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3055,""Rank"":1,""Level"":3,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3052,""Rank"":1,""Level"":3,""EquipID"":[]}]",0,1
1004,22,63031,Pamela,"[{""Wave"":1,""Slot"":2,""MonsterID"":4052,""Rank"":1,""Level"":4,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4053,""Rank"":1,""Level"":4,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4054,""Rank"":1,""Level"":4,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4051,""Rank"":1,""Level"":4,""EquipID"":[]}]",0,1
1005,22,64031,Raymond,"[{""Wave"":1,""Slot"":1,""MonsterID"":5051,""Rank"":1,""Level"":5,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5054,""Rank"":1,""Level"":5,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5052,""Rank"":1,""Level"":5,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5053,""Rank"":1,""Level"":5,""EquipID"":[]}]",0,1
1006,23,65031,Aurora,"[{""Wave"":1,""Slot"":2,""MonsterID"":6053,""Rank"":1,""Level"":6,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6054,""Rank"":1,""Level"":6,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6052,""Rank"":1,""Level"":6,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6055,""Rank"":1,""Level"":6,""EquipID"":[]}]",0,1
1007,23,66031,Ogden,"[{""Wave"":1,""Slot"":1,""MonsterID"":1055,""Rank"":1,""Level"":7,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1056,""Rank"":1,""Level"":7,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1054,""Rank"":1,""Level"":7,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1051,""Rank"":1,""Level"":7,""EquipID"":[]}]",0,1
1008,24,61032,Omar,"[{""Wave"":1,""Slot"":2,""MonsterID"":2054,""Rank"":1,""Level"":8,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2056,""Rank"":1,""Level"":8,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2055,""Rank"":1,""Level"":8,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2053,""Rank"":1,""Level"":8,""EquipID"":[]}]",0,1
1009,24,62032,Nat,"[{""Wave"":1,""Slot"":2,""MonsterID"":3056,""Rank"":1,""Level"":9,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3054,""Rank"":1,""Level"":9,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3055,""Rank"":1,""Level"":9,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3052,""Rank"":1,""Level"":9,""EquipID"":[]}]",0,1
1010,25,63032,Eleanore,"[{""Wave"":1,""Slot"":1,""MonsterID"":4055,""Rank"":1,""Level"":10,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4056,""Rank"":1,""Level"":10,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4054,""Rank"":1,""Level"":10,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4051,""Rank"":1,""Level"":10,""EquipID"":[]}]",0,1
1011,25,64032,Andy,"[{""Wave"":1,""Slot"":2,""MonsterID"":5054,""Rank"":1,""Level"":11,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5055,""Rank"":1,""Level"":11,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5056,""Rank"":1,""Level"":11,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5053,""Rank"":1,""Level"":11,""EquipID"":[]}]",0,1
1012,26,65032,Jacqueline,"[{""Wave"":1,""Slot"":1,""MonsterID"":6056,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6053,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6051,""Rank"":1,""Level"":12,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6055,""Rank"":1,""Level"":12,""EquipID"":[]}]",0,1
1013,26,66032,Nina,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1053,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1051,""Rank"":1,""Level"":13,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1054,""Rank"":1,""Level"":13,""EquipID"":[]}]",0,1
1014,27,61033,Parker,"[{""Wave"":1,""Slot"":1,""MonsterID"":2054,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2051,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":1,""Level"":14,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":1,""Level"":14,""EquipID"":[]}]",0,1
1015,27,62033,Cecil,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3051,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3055,""Rank"":1,""Level"":15,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3052,""Rank"":1,""Level"":15,""EquipID"":[]}]",0,1
1016,28,63033,Blanche,"[{""Wave"":1,""Slot"":2,""MonsterID"":4052,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4053,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4054,""Rank"":1,""Level"":16,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4051,""Rank"":1,""Level"":16,""EquipID"":[]}]",0,1
1017,28,64033,Tabitha,"[{""Wave"":1,""Slot"":1,""MonsterID"":5051,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5054,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5052,""Rank"":1,""Level"":17,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5053,""Rank"":1,""Level"":17,""EquipID"":[]}]",0,1
1018,29,65033,Booth,"[{""Wave"":1,""Slot"":2,""MonsterID"":6053,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6054,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6052,""Rank"":1,""Level"":18,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6055,""Rank"":1,""Level"":18,""EquipID"":[]}]",0,1
1019,29,66033,Darlene,"[{""Wave"":1,""Slot"":1,""MonsterID"":1055,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1056,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1054,""Rank"":1,""Level"":19,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1051,""Rank"":1,""Level"":19,""EquipID"":[]}]",0,1
1020,30,61031,Oliver,"[{""Wave"":1,""Slot"":2,""MonsterID"":2054,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2056,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2055,""Rank"":1,""Level"":20,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2053,""Rank"":1,""Level"":20,""EquipID"":[]}]",0,1
1021,30,62031,Page,"[{""Wave"":1,""Slot"":2,""MonsterID"":3056,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3054,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3055,""Rank"":1,""Level"":21,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3052,""Rank"":1,""Level"":21,""EquipID"":[]}]",0,1
1022,31,63031,Delia,"[{""Wave"":1,""Slot"":1,""MonsterID"":4055,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4056,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4054,""Rank"":1,""Level"":22,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4051,""Rank"":1,""Level"":22,""EquipID"":[]}]",0,1
1023,31,64031,Renata,"[{""Wave"":1,""Slot"":2,""MonsterID"":5054,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5055,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5056,""Rank"":1,""Level"":23,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5053,""Rank"":1,""Level"":23,""EquipID"":[]}]",0,1
1024,32,65031,Audrey,"[{""Wave"":1,""Slot"":1,""MonsterID"":6056,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6053,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6051,""Rank"":1,""Level"":24,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6055,""Rank"":1,""Level"":24,""EquipID"":[]}]",0,1
1025,32,66031,Luther,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1053,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1051,""Rank"":1,""Level"":25,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1054,""Rank"":1,""Level"":25,""EquipID"":[]}]",0,1
1026,33,61032,Zachary,"[{""Wave"":1,""Slot"":1,""MonsterID"":2054,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2051,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":1,""Level"":26,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":1,""Level"":26,""EquipID"":[]}]",0,1
1027,33,62032,Hedy,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3051,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3055,""Rank"":1,""Level"":27,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3052,""Rank"":1,""Level"":27,""EquipID"":[]}]",0,1
1028,34,63032,Lyndon,"[{""Wave"":1,""Slot"":2,""MonsterID"":4052,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":4053,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":4054,""Rank"":1,""Level"":28,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":4051,""Rank"":1,""Level"":28,""EquipID"":[]}]",0,1
1029,34,64032,Phyllis,"[{""Wave"":1,""Slot"":1,""MonsterID"":5051,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5054,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5052,""Rank"":1,""Level"":29,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5053,""Rank"":1,""Level"":29,""EquipID"":[]}]",0,1
1030,35,65032,Bruce,"[{""Wave"":1,""Slot"":2,""MonsterID"":6053,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":6054,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":6052,""Rank"":2,""Level"":30,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":6055,""Rank"":2,""Level"":30,""EquipID"":[]}]",0,1
1031,35,66032,Daborah,"[{""Wave"":1,""Slot"":1,""MonsterID"":1055,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1056,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1054,""Rank"":2,""Level"":31,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1051,""Rank"":2,""Level"":31,""EquipID"":[]}]",0,1
1032,36,61033,Jesse,"[{""Wave"":1,""Slot"":2,""MonsterID"":2054,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":2056,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":2055,""Rank"":2,""Level"":32,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":2053,""Rank"":2,""Level"":32,""EquipID"":[]}]",0,1
1033,36,62033,Claire,"[{""Wave"":1,""Slot"":2,""MonsterID"":3056,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":3054,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":3055,""Rank"":2,""Level"":33,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":3052,""Rank"":2,""Level"":33,""EquipID"":[]}]",0,1
1034,37,63033,Ronald,"[{""Wave"":1,""Slot"":1,""MonsterID"":4055,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4056,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4054,""Rank"":2,""Level"":34,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4051,""Rank"":2,""Level"":34,""EquipID"":[]}]",0,1
1035,37,64033,Aaron,"[{""Wave"":1,""Slot"":2,""MonsterID"":5054,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":5055,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":5056,""Rank"":2,""Level"":35,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":5053,""Rank"":2,""Level"":35,""EquipID"":[]}]",0,1
1036,38,65033,Baird,"[{""Wave"":1,""Slot"":1,""MonsterID"":6056,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6053,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6051,""Rank"":2,""Level"":36,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6055,""Rank"":2,""Level"":36,""EquipID"":[]}]",0,1
1037,38,66033,Yetta,"[{""Wave"":1,""Slot"":2,""MonsterID"":1052,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":4,""MonsterID"":1053,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":6,""MonsterID"":1051,""Rank"":2,""Level"":37,""EquipID"":[]},{""Wave"":1,""Slot"":8,""MonsterID"":1054,""Rank"":2,""Level"":37,""EquipID"":[]}]",0,1
1038,39,61031,Maria,"[{""Wave"":1,""Slot"":1,""MonsterID"":2054,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2051,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":2,""Level"":38,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":2,""Level"":38,""EquipID"":[]}]",0,1
1039,39,62031,Belinda,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3051,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3055,""Rank"":2,""Level"":39,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3052,""Rank"":2,""Level"":39,""EquipID"":[]}]",0,1
