StageID,MaxWaves,MonsterList,MaxRound,TimeUpWin,PlayerCardMax,FriendSupportMax,NpcSupportList,StageTeamSkillList,RewardList
4206,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6053,""Rank"":5,""Level"":190,""EquipID"":[22043,21019]},{""Wave"":1,""Slot"":3,""MonsterID"":6054,""Rank"":5,""Level"":190,""EquipID"":[22043,21019]},{""Wave"":1,""Slot"":5,""MonsterID"":6051,""Rank"":5,""Level"":190,""EquipID"":[22043,21019]},{""Wave"":1,""Slot"":7,""MonsterID"":6052,""Rank"":5,""Level"":190,""EquipID"":[22043,21019]},{""Wave"":1,""Slot"":9,""MonsterID"":6055,""Rank"":5,""Level"":190,""EquipID"":[22043,21019]}]",15,,4,1,,,"57010,24"
4207,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1052,""Rank"":6,""Level"":220,""EquipID"":[22044,21022]},{""Wave"":1,""Slot"":3,""MonsterID"":1055,""Rank"":6,""Level"":220,""EquipID"":[22044,21022]},{""Wave"":1,""Slot"":5,""MonsterID"":1051,""Rank"":6,""Level"":220,""EquipID"":[22044,21022]},{""Wave"":1,""Slot"":7,""MonsterID"":1053,""Rank"":6,""Level"":220,""EquipID"":[22044,21022]},{""Wave"":1,""Slot"":9,""MonsterID"":1054,""Rank"":6,""Level"":220,""EquipID"":[22044,21022]}]",15,,4,1,,,"57010,28"
4208,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2051,""Rank"":6,""Level"":250,""EquipID"":[22049,21025]},{""Wave"":1,""Slot"":3,""MonsterID"":2054,""Rank"":6,""Level"":250,""EquipID"":[22049,21025]},{""Wave"":1,""Slot"":5,""MonsterID"":2052,""Rank"":6,""Level"":250,""EquipID"":[22049,21025]},{""Wave"":1,""Slot"":7,""MonsterID"":2053,""Rank"":6,""Level"":250,""EquipID"":[22049,21025]},{""Wave"":1,""Slot"":9,""MonsterID"":2055,""Rank"":6,""Level"":250,""EquipID"":[22049,21025]}]",15,,4,1,,,"57010,32"
4209,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":6,""Level"":280,""EquipID"":[22054,21028]},{""Wave"":1,""Slot"":3,""MonsterID"":3051,""Rank"":6,""Level"":280,""EquipID"":[22054,21028]},{""Wave"":1,""Slot"":5,""MonsterID"":3054,""Rank"":6,""Level"":280,""EquipID"":[22054,21028]},{""Wave"":1,""Slot"":7,""MonsterID"":3052,""Rank"":6,""Level"":280,""EquipID"":[22054,21028]},{""Wave"":1,""Slot"":9,""MonsterID"":3055,""Rank"":6,""Level"":280,""EquipID"":[22054,21028]}]",15,,4,1,,,"57010,36"
4210,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4052,""Rank"":6,""Level"":310,""EquipID"":[22059,21031]},{""Wave"":1,""Slot"":3,""MonsterID"":4055,""Rank"":6,""Level"":310,""EquipID"":[22059,21031]},{""Wave"":1,""Slot"":5,""MonsterID"":4051,""Rank"":6,""Level"":310,""EquipID"":[22059,21031]},{""Wave"":1,""Slot"":7,""MonsterID"":4053,""Rank"":6,""Level"":310,""EquipID"":[22059,21031]},{""Wave"":1,""Slot"":9,""MonsterID"":4054,""Rank"":6,""Level"":310,""EquipID"":[22059,21031]}]",15,,4,1,,,"57010,40"
5001,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":6356,""Rank"":1,""Level"":40,""EquipID"":[20301,21004]}]",15,,4,0,,,
5002,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":5356,""Rank"":1,""Level"":70,""EquipID"":[20302,21007]}]",15,,4,0,,,
5003,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":1356,""Rank"":1,""Level"":100,""EquipID"":[20303,21010]}]",15,,4,0,,,
5004,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":4356,""Rank"":1,""Level"":130,""EquipID"":[20304,21013]}]",15,,4,0,,,
5005,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":2356,""Rank"":1,""Level"":160,""EquipID"":[20305,21016]}]",15,,4,0,,,
5006,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":6356,""Rank"":1,""Level"":190,""EquipID"":[20306,21019]}]",15,,4,0,,,
5007,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":5356,""Rank"":1,""Level"":220,""EquipID"":[20307,21022]}]",15,,4,0,,,
5008,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":1356,""Rank"":1,""Level"":250,""EquipID"":[20308,21025]}]",15,,4,0,,,
5009,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":4356,""Rank"":1,""Level"":280,""EquipID"":[20309,21028]}]",15,,4,0,,,
5010,1,"[{""Wave"":1,""Slot"":5,""MonsterID"":2356,""Rank"":1,""Level"":310,""EquipID"":[20310,21031]}]",15,,4,0,,,
6001,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6002,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6003,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6004,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6005,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6006,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6001,""Rank"":2,""Level"":40,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6001,""Rank"":2,""Level"":40,""EquipID"":[]}]",15,,4,0,,,"3,5"
6007,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6008,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6009,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6010,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6011,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6012,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6011,""Rank"":3,""Level"":50,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6011,""Rank"":3,""Level"":50,""EquipID"":[]}]",15,,4,0,,,"3,10"
6013,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6014,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6015,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6016,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6017,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6018,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6021,""Rank"":4,""Level"":65,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6021,""Rank"":4,""Level"":65,""EquipID"":[]}]",15,,4,0,,,"3,20"
6019,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1031,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6020,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2032,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6021,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3032,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6022,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4031,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6023,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5032,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6024,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6031,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6032,""Rank"":5,""Level"":80,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6032,""Rank"":5,""Level"":80,""EquipID"":[]}]",15,,4,0,,,"3,50"
6025,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1052,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1051,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1053,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1054,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6026,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2051,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2054,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2052,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2053,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6027,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3053,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3054,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3051,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3052,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6028,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4052,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4054,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4053,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4051,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6029,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5051,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5054,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5055,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5053,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6030,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6053,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6054,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6051,""Rank"":6,""Level"":100,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6052,""Rank"":6,""Level"":100,""EquipID"":[]}]",15,,4,0,,,"3,100"
6031,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1102,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1103,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1104,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6032,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2104,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2102,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2103,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6033,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3103,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3104,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3102,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6034,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4102,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4103,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4104,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6035,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5104,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5102,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5103,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6036,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6103,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6105,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6101,""Rank"":6,""Level"":130,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6102,""Rank"":6,""Level"":130,""EquipID"":[]}]",15,,4,0,,,"3,200"
6037,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1155,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":1156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":1153,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":1154,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
6038,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":2154,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":2155,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":2156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":2153,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
6039,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":3153,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":3156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":3154,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":3155,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
6040,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":4155,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":4156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":4153,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":4154,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
6041,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":5154,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":5155,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":5156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":5153,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
6042,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6156,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":3,""MonsterID"":6153,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":7,""MonsterID"":6151,""Rank"":6,""Level"":160,""EquipID"":[]},{""Wave"":1,""Slot"":9,""MonsterID"":6155,""Rank"":6,""Level"":160,""EquipID"":[]}]",15,,4,0,,,"3,500"
7001,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1032,""Rank"":1,""Level"":15,""EquipID"":[23011,21001]},{""Wave"":1,""Slot"":3,""MonsterID"":1032,""Rank"":1,""Level"":15,""EquipID"":[23011,21001]},{""Wave"":1,""Slot"":5,""MonsterID"":1011,""Rank"":1,""Level"":15,""EquipID"":[22013,21001]},{""Wave"":1,""Slot"":7,""MonsterID"":1011,""Rank"":1,""Level"":15,""EquipID"":[22013,21001]},{""Wave"":1,""Slot"":8,""MonsterID"":1011,""Rank"":1,""Level"":15,""EquipID"":[22013,21001]},{""Wave"":1,""Slot"":9,""MonsterID"":1011,""Rank"":1,""Level"":15,""EquipID"":[22013,21001]}]",15,,4,0,,,"3,20,19,1"
7002,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":1011,""Rank"":1,""Level"":20,""EquipID"":[22018,21002]},{""Wave"":1,""Slot"":2,""MonsterID"":1011,""Rank"":1,""Level"":20,""EquipID"":[22018,21002]},{""Wave"":1,""Slot"":3,""MonsterID"":1011,""Rank"":1,""Level"":20,""EquipID"":[22018,21002]},{""Wave"":1,""Slot"":5,""MonsterID"":1011,""Rank"":1,""Level"":20,""EquipID"":[22018,21002]},{""Wave"":1,""Slot"":7,""MonsterID"":1051,""Rank"":1,""Level"":20,""EquipID"":[23014,21002]},{""Wave"":1,""Slot"":9,""MonsterID"":1051,""Rank"":1,""Level"":20,""EquipID"":[23014,21002]}]",15,,4,0,,,"3,20,19,1"
7003,1,"[{""Wave"":1,""Slot"":1,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":2,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":3,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":4,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":5,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":6,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":7,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":8,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]},{""Wave"":1,""Slot"":9,""MonsterID"":6001,""Rank"":1,""Level"":25,""EquipID"":[22025,21002]}]",15,,4,0,,,"3,20,19,1"
